component_id,lot_id,component_type,parameter,unit,temperature_C,time_h,parameter_value,datasheet_min,datasheet_max,failure_mode,lot_median,lot_mad,robust_z,anomaly_label_early,anomaly_score,future_failure_label_168h,risk_level_168h,qa_recommendation,split,observed_early_measurement,prediction_target,datasheet_pass
FPGA_0009,LOT_A01,FPGA,Leakage Current (µA),µA,122.43,96,14.424659,0.0,50.0,healthy,14.54341,0.1187509999999996,-0.6744907594765952,0,63.27,0,HIGH,QA REVIEW,train,False,,True
FPGA_0009,LOT_A01,FPGA,Leakage Current (µA),µA,121.97,168,18.444907,0.0,50.0,healthy,17.83988,0.6050269999999998,0.6744907594765952,0,63.27,0,HIGH,QA REVIEW,train,False,18.444907,True
FPGA_0013,LOT_A01,FPGA,Leakage Current (µA),µA,122.42,0,10.640603,0.0,50.0,healthy,10.404641,0.2359620000000006,0.6744907594765952,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0013,LOT_A01,FPGA,Leakage Current (µA),µA,121.0,24,11.318488,0.0,50.0,healthy,11.285488,0.1667780000000007,0.1334600190836152,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0013,LOT_A01,FPGA,Leakage Current (µA),µA,121.8,96,13.693177,0.0,50.0,healthy,14.54341,0.1187509999999996,-4.829216612088029,0,42.31,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0013,LOT_A01,FPGA,Leakage Current (µA),µA,121.24,168,16.060996,0.0,50.0,healthy,17.83988,0.6050269999999998,-1.9831194643888044,0,42.31,0,REVIEW,QA REVIEW,train,False,16.060996,True
FPGA_0017,LOT_A01,FPGA,Leakage Current (µA),µA,121.42,0,10.404641,0.0,50.0,healthy,10.404641,0.2359620000000006,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0017,LOT_A01,FPGA,Leakage Current (µA),µA,122.03,24,11.285488,0.0,50.0,healthy,11.285488,0.1667780000000007,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0017,LOT_A01,FPGA,Leakage Current (µA),µA,121.28,96,14.54341,0.0,50.0,healthy,14.54341,0.1187509999999996,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0017,LOT_A01,FPGA,Leakage Current (µA),µA,121.3,168,17.55206,0.0,50.0,healthy,17.83988,0.6050269999999998,-0.320864904198579,0,35.0,0,REVIEW,QA REVIEW,train,False,17.55206,True
FPGA_0024,LOT_B02,FPGA,Leakage Current (µA),µA,124.41,0,9.620889,0.0,50.0,healthy,9.620889,0.7745449999999998,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0024,LOT_B02,FPGA,Leakage Current (µA),µA,124.09,24,10.60459,0.0,50.0,healthy,10.60459,1.045375,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0024,LOT_B02,FPGA,Leakage Current (µA),µA,123.9,96,13.137644,0.0,50.0,healthy,13.137644,0.9856440000000006,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0024,LOT_B02,FPGA,Leakage Current (µA),µA,124.07,168,15.753205,0.0,50.0,healthy,15.753205,1.25061,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,15.753205,True
FPGA_0028,LOT_B02,FPGA,Leakage Current (µA),µA,123.72,0,10.731802,0.0,50.0,healthy,9.620889,0.7745449999999998,0.9674073850872744,0,45.48,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0028,LOT_B02,FPGA,Leakage Current (µA),µA,123.46,24,11.649965,0.0,50.0,healthy,10.60459,1.045375,0.6744907594765952,0,45.48,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0028,LOT_B02,FPGA,Leakage Current (µA),µA,123.93,96,14.123288,0.0,50.0,healthy,13.137644,0.9856440000000006,0.6744907594765952,0,45.48,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0028,LOT_B02,FPGA,Leakage Current (µA),µA,123.57,168,16.79616,0.0,50.0,healthy,15.753205,1.25061,0.5624963098407282,0,45.48,0,REVIEW,QA REVIEW,train,False,16.79616,True
FPGA_0032,LOT_B02,FPGA,Leakage Current (µA),µA,124.11,0,10.860407,0.0,50.0,healthy,9.620889,0.7745449999999998,1.079399437353428,0,46.69,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0032,LOT_B02,FPGA,Leakage Current (µA),µA,124.2,24,11.963621,0.0,50.0,healthy,10.60459,1.045375,0.8768660541358236,0,46.69,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0032,LOT_B02,FPGA,Leakage Current (µA),µA,123.7,96,14.972326,0.0,50.0,healthy,13.137644,0.9856440000000006,1.255500013775804,0,46.69,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0032,LOT_B02,FPGA,Leakage Current (µA),µA,124.14,168,18.016471,0.0,50.0,healthy,15.753205,1.25061,1.2206459273774843,0,46.69,0,REVIEW,QA REVIEW,train,False,18.016471,True
FPGA_0036,LOT_B02,FPGA,Leakage Current (µA),µA,124.21,0,8.86166,0.0,50.0,healthy,9.620889,0.7745449999999998,-0.6611532510398437,0,43.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0036,LOT_B02,FPGA,Leakage Current (µA),µA,124.2,24,9.415057,0.0,50.0,healthy,10.60459,1.045375,-0.7675035433145746,0,43.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0036,LOT_B02,FPGA,Leakage Current (µA),µA,122.67,96,11.019819,0.0,50.0,healthy,13.137644,0.9856440000000006,-1.4492589542355243,0,43.31,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0036,LOT_B02,FPGA,Leakage Current (µA),µA,123.58,168,12.540827,0.0,50.0,healthy,15.753205,1.25061,-1.7325299469426163,0,43.31,0,REVIEW,QA REVIEW,train,False,12.540827,True
FPGA_0040,LOT_B02,FPGA,Leakage Current (µA),µA,123.5,0,8.846344,0.0,50.0,healthy,9.620889,0.7745449999999998,-0.6744907594765953,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0040,LOT_B02,FPGA,Leakage Current (µA),µA,124.57,24,9.576276,0.0,50.0,healthy,10.60459,1.045375,-0.6634827605791372,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0040,LOT_B02,FPGA,Leakage Current (µA),µA,124.24,96,12.182286,0.0,50.0,healthy,13.137644,0.9856440000000006,-0.6537656019739794,0,42.31,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0040,LOT_B02,FPGA,Leakage Current (µA),µA,124.09,168,14.502595,0.0,50.0,healthy,15.753205,1.25061,-0.6744907594765952,0,42.31,0,REVIEW,QA REVIEW,train,False,14.502595,True
FPGA_0043,LOT_C03,FPGA,Leakage Current (µA),µA,125.37,0,9.615765,0.0,50.0,healthy,9.76158,0.3136349999999996,-0.3135838477627825,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0043,LOT_C03,FPGA,Leakage Current (µA),µA,125.25,24,10.488421,0.0,50.0,healthy,10.680307,0.1918860000000002,-0.6744907594765952,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0043,LOT_C03,FPGA,Leakage Current (µA),µA,125.57,96,13.069131,0.0,50.0,healthy,13.437858,0.3398129999999995,-0.7318818122600571,0,42.31,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0043,LOT_C03,FPGA,Leakage Current (µA),µA,125.74,168,15.610341,0.0,50.0,healthy,15.962855,0.6864559999999997,-0.3463695205317342,0,42.31,0,REVIEW,QA REVIEW,train,False,15.610341,True
FPGA_0047,LOT_C03,FPGA,Leakage Current (µA),µA,125.35,0,8.671506,0.0,50.0,healthy,9.76158,0.3136349999999996,-2.344269103083809,0,60.4,0,HIGH,QA REVIEW,train,True,,True
FPGA_0047,LOT_C03,FPGA,Leakage Current (µA),µA,125.86,24,10.163019,0.0,50.0,healthy,10.680307,0.1918860000000002,-1.8182982395178853,0,60.4,0,HIGH,QA REVIEW,train,True,,True
FPGA_0047,LOT_C03,FPGA,Leakage Current (µA),µA,125.07,96,13.777671,0.0,50.0,healthy,13.437858,0.3398129999999995,0.6744907594765952,0,60.4,0,HIGH,QA REVIEW,train,False,,True
FPGA_0047,LOT_C03,FPGA,Leakage Current (µA),µA,124.82,168,17.785364,0.0,50.0,healthy,15.962855,0.6864559999999997,1.7907418386071825,0,60.4,0,HIGH,QA REVIEW,train,False,17.785364,True
FPGA_0051,LOT_C03,FPGA,Leakage Current (µA),µA,125.58,0,10.075215,0.0,50.0,healthy,9.76158,0.3136349999999996,0.6744907594765952,0,62.91,0,HIGH,QA REVIEW,train,True,,True
FPGA_0051,LOT_C03,FPGA,Leakage Current (µA),µA,126.33,24,11.413177,0.0,50.0,healthy,10.680307,0.1918860000000002,2.5760818553600084,0,62.91,0,HIGH,QA REVIEW,train,True,,True
FPGA_0051,LOT_C03,FPGA,Leakage Current (µA),µA,125.52,96,15.021492,0.0,50.0,healthy,13.437858,0.3398129999999995,3.1433361860580966,0,62.91,0,HIGH,QA REVIEW,train,False,,True
FPGA_0051,LOT_C03,FPGA,Leakage Current (µA),µA,125.54,168,18.747255,0.0,50.0,healthy,15.962855,0.6864559999999997,2.735866640668349,0,62.91,0,HIGH,QA REVIEW,train,False,18.747255,True
FPGA_0055,LOT_C03,FPGA,Leakage Current (µA),µA,125.83,0,9.76158,0.0,50.0,healthy,9.76158,0.3136349999999996,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0055,LOT_C03,FPGA,Leakage Current (µA),µA,124.96,24,10.680307,0.0,50.0,healthy,10.680307,0.1918860000000002,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0055,LOT_C03,FPGA,Leakage Current (µA),µA,125.01,96,13.437858,0.0,50.0,healthy,13.437858,0.3398129999999995,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0055,LOT_C03,FPGA,Leakage Current (µA),µA,125.51,168,15.962855,0.0,50.0,healthy,15.962855,0.6864559999999997,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,15.962855,True
FPGA_0059,LOT_C03,FPGA,Leakage Current (µA),µA,124.95,0,10.207078,0.0,50.0,healthy,9.76158,0.3136349999999996,0.9580699997299528,0,45.38,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0059,LOT_C03,FPGA,Leakage Current (µA),µA,125.01,24,10.865767,0.0,50.0,healthy,10.680307,0.1918860000000002,0.6519029853794887,0,45.38,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0059,LOT_C03,FPGA,Leakage Current (µA),µA,125.47,96,13.117095,0.0,50.0,healthy,13.437858,0.3398129999999995,-0.6366786423179546,0,45.38,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0059,LOT_C03,FPGA,Leakage Current (µA),µA,126.58,168,15.276399,0.0,50.0,healthy,15.962855,0.6864559999999997,-0.6744907594765952,0,45.38,0,REVIEW,QA REVIEW,train,False,15.276399,True
FPGA_0062,LOT_D04,FPGA,Leakage Current (µA),µA,124.0,0,10.923944,0.0,50.0,healthy,10.009678,0.3398540000000007,1.814496721249796,0,54.66,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0062,LOT_D04,FPGA,Leakage Current (µA),µA,124.54,24,11.75811,0.0,50.0,healthy,11.857253,0.4310919999999996,-0.1551201074638081,0,54.66,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0062,LOT_D04,FPGA,Leakage Current (µA),µA,124.31,96,14.120501,0.0,50.0,healthy,19.015894,3.4865710000000014,-0.9470328705500062,0,54.66,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0062,LOT_D04,FPGA,Leakage Current (µA),µA,124.69,168,16.482986,0.0,50.0,healthy,26.120531,5.425236999999999,-1.1981845302868546,0,54.66,0,REVIEW,QA REVIEW,train,False,16.482986,True
FPGA_0066,LOT_D04,FPGA,Leakage Current (µA),µA,123.99,0,9.475509,0.0,50.0,gradual_drift,10.009678,0.3398540000000007,-1.0601377488534829,1,46.48,1,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0066,LOT_D04,FPGA,Leakage Current (µA),µA,124.1,24,11.857253,0.0,50.0,gradual_drift,11.857253,0.4310919999999996,0.0,1,46.48,1,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0066,LOT_D04,FPGA,Leakage Current (µA),µA,124.6,96,19.015894,0.0,50.0,gradual_drift,19.015894,3.4865710000000014,0.0,1,46.48,1,CRITICAL,HOLD / REJECT,train,False,,True
FPGA_0066,LOT_D04,FPGA,Leakage Current (µA),µA,124.32,168,26.120531,0.0,50.0,gradual_drift,26.120531,5.425236999999999,0.0,1,46.48,1,CRITICAL,HOLD / REJECT,train,False,26.120531,True
FPGA_0070,LOT_D04,FPGA,Leakage Current (µA),µA,124.25,0,10.349532,0.0,50.0,latent_defect,10.009678,0.3398540000000007,0.6744907594765952,1,42.31,1,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0070,LOT_D04,FPGA,Leakage Current (µA),µA,124.79,24,12.288345,0.0,50.0,latent_defect,11.857253,0.4310919999999996,0.6744907594765952,1,42.31,1,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0070,LOT_D04,FPGA,Leakage Current (µA),µA,124.23,96,20.067101,0.0,50.0,latent_defect,19.015894,3.4865710000000014,0.2033600944300615,1,42.31,1,CRITICAL,HOLD / REJECT,train,False,,True
FPGA_0070,LOT_D04,FPGA,Leakage Current (µA),µA,124.71,168,28.278348,0.0,50.0,latent_defect,26.120531,5.425236999999999,0.2682698704483342,1,42.31,1,CRITICAL,HOLD / REJECT,train,False,28.278348,True
FPGA_0074,LOT_D04,FPGA,Leakage Current (µA),µA,124.25,0,9.777585,0.0,50.0,healthy,10.009678,0.3398540000000007,-0.4606230435398741,0,53.5,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0074,LOT_D04,FPGA,Leakage Current (µA),µA,124.52,24,10.766046,0.0,50.0,healthy,11.857253,0.4310919999999996,-1.7073131447027043,0,53.5,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0074,LOT_D04,FPGA,Leakage Current (µA),µA,125.22,96,13.457887,0.0,50.0,healthy,19.015894,3.4865710000000014,-1.0752181334056388,0,53.5,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0074,LOT_D04,FPGA,Leakage Current (µA),µA,124.15,168,16.160623,0.0,50.0,healthy,26.120531,5.425236999999999,-1.2382622014922144,0,53.5,0,REVIEW,QA REVIEW,train,False,16.160623,True
FPGA_0078,LOT_D04,FPGA,Leakage Current (µA),µA,124.31,0,10.009678,0.0,50.0,gradual_drift,10.009678,0.3398540000000007,0.0,1,55.96,1,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0078,LOT_D04,FPGA,Leakage Current (µA),µA,124.54,24,13.094109,0.0,50.0,gradual_drift,11.857253,0.4310919999999996,1.9351969946164256,1,55.96,1,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0078,LOT_D04,FPGA,Leakage Current (µA),µA,124.58,96,22.502465,0.0,50.0,gradual_drift,19.015894,3.4865710000000014,0.6744907594765952,1,55.96,1,CRITICAL,HOLD / REJECT,train,False,,True
FPGA_0078,LOT_D04,FPGA,Leakage Current (µA),µA,124.39,168,31.545768,0.0,50.0,gradual_drift,26.120531,5.425236999999999,0.6744907594765952,1,55.96,1,CRITICAL,HOLD / REJECT,train,False,31.545768,True
FPGA_0081,LOT_E05,FPGA,Leakage Current (µA),µA,126.05,0,10.46375,0.0,50.0,healthy,9.855918,0.6078319999999984,0.6744907594765952,0,24.05,0,NORMAL,PASS,train,True,,True
FPGA_0081,LOT_E05,FPGA,Leakage Current (µA),µA,125.98,24,10.714025,0.0,50.0,healthy,10.753848,0.1210880000000003,-0.2218241734493632,0,24.05,0,NORMAL,PASS,train,True,,True
FPGA_0081,LOT_E05,FPGA,Leakage Current (µA),µA,126.39,96,11.865496,0.0,50.0,healthy,13.444302,1.714556,-0.6210879423047164,0,24.05,0,NORMAL,PASS,train,False,,True
FPGA_0081,LOT_E05,FPGA,Leakage Current (µA),µA,126.06,168,13.082187,0.0,50.0,healthy,16.384326,2.855884999999997,-0.7798851291306508,0,24.05,0,NORMAL,PASS,train,False,13.082187,True
FPGA_0085,LOT_E05,FPGA,Leakage Current (µA),µA,126.19,0,10.467566,0.0,50.0,healthy,9.855918,0.6078319999999984,0.6787252465357876,1,92.55,0,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0085,LOT_E05,FPGA,Leakage Current (µA),µA,126.83,24,11.707623,0.0,50.0,healthy,10.753848,0.1210880000000003,5.312767773187997,1,92.55,0,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0085,LOT_E05,FPGA,Leakage Current (µA),µA,125.89,96,15.523984,0.0,50.0,healthy,13.444302,1.714556,0.8181280119458358,1,92.55,0,CRITICAL,HOLD / REJECT,train,False,,True
FPGA_0085,LOT_E05,FPGA,Leakage Current (µA),µA,125.82,168,19.240211,0.0,50.0,healthy,16.384326,2.855884999999997,0.6744907594765952,1,92.55,0,CRITICAL,HOLD / REJECT,train,False,19.240211,True
FPGA_0089,LOT_E05,FPGA,Leakage Current (µA),µA,125.67,0,9.855918,0.0,50.0,healthy,9.855918,0.6078319999999984,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0089,LOT_E05,FPGA,Leakage Current (µA),µA,125.75,24,10.753848,0.0,50.0,healthy,10.753848,0.1210880000000003,0.0,0,35.0,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0089,LOT_E05,FPGA,Leakage Current (µA),µA,126.47,96,13.444302,0.0,50.0,healthy,13.444302,1.714556,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0089,LOT_E05,FPGA,Leakage Current (µA),µA,126.12,168,16.384326,0.0,50.0,healthy,16.384326,2.855884999999997,0.0,0,35.0,0,REVIEW,QA REVIEW,train,False,16.384326,True
FPGA_0093,LOT_E05,FPGA,Leakage Current (µA),µA,125.42,0,9.725598,0.0,50.0,sudden_jump,9.855918,0.6078319999999984,-0.144611727870515,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0093,LOT_E05,FPGA,Leakage Current (µA),µA,126.36,24,10.874936,0.0,50.0,sudden_jump,10.753848,0.1210880000000003,0.6744907594765952,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0093,LOT_E05,FPGA,Leakage Current (µA),µA,126.53,96,18.62079,0.0,50.0,sudden_jump,13.444302,1.714556,2.0363833683714505,0,42.31,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0093,LOT_E05,FPGA,Leakage Current (µA),µA,126.16,168,22.686427,0.0,50.0,sudden_jump,16.384326,2.855884999999997,1.488403381014366,0,42.31,0,REVIEW,QA REVIEW,train,False,22.686427,True
FPGA_0097,LOT_E05,FPGA,Leakage Current (µA),µA,126.74,0,8.81914,0.0,50.0,healthy,9.855918,0.6078319999999984,-1.1504777317229553,1,100.0,0,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0097,LOT_E05,FPGA,Leakage Current (µA),µA,125.79,24,9.496032,0.0,50.0,healthy,10.753848,0.1210880000000003,-7.006352975702059,1,100.0,0,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0097,LOT_E05,FPGA,Leakage Current (µA),µA,125.4,96,11.729746,0.0,50.0,healthy,13.444302,1.714556,-0.6744907594765952,1,100.0,0,CRITICAL,HOLD / REJECT,train,False,,True
FPGA_0097,LOT_E05,FPGA,Leakage Current (µA),µA,126.34,168,13.765805,0.0,50.0,healthy,16.384326,2.855884999999997,-0.6184311406080484,1,100.0,0,CRITICAL,HOLD / REJECT,train,False,13.765805,True
FPGA_0104,LOT_F06,FPGA,Leakage Current (µA),µA,125.81,0,10.016182,0.0,50.0,healthy,10.215667,0.1264149999999997,-1.0643577831284925,0,46.53,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0104,LOT_F06,FPGA,Leakage Current (µA),µA,126.68,24,10.717525,0.0,50.0,healthy,10.987906,0.2703810000000004,-0.6744907594765952,0,46.53,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0104,LOT_F06,FPGA,Leakage Current (µA),µA,125.65,96,13.105295,0.0,50.0,healthy,13.307329,0.2020339999999993,-0.6744907594765953,0,46.53,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0104,LOT_F06,FPGA,Leakage Current (µA),µA,125.77,168,15.417457,0.0,50.0,healthy,15.706554,0.2890969999999999,-0.6744907594765952,0,46.53,0,REVIEW,QA REVIEW,train,False,15.417457,True
FPGA_0108,LOT_F06,FPGA,Leakage Current (µA),µA,126.14,0,10.342082,0.0,50.0,healthy,10.215667,0.1264149999999997,0.6744907594765952,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0108,LOT_F06,FPGA,Leakage Current (µA),µA,125.66,24,11.08158,0.0,50.0,healthy,10.987906,0.2703810000000004,0.2336785772787677,0,42.31,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0108,LOT_F06,FPGA,Leakage Current (µA),µA,125.9,96,13.307329,0.0,50.0,healthy,13.307329,0.2020339999999993,0.0,0,42.31,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0108,LOT_F06,FPGA,Leakage Current (µA),µA,125.64,168,15.753143,0.0,50.0,healthy,15.706554,0.2890969999999999,0.1086965620302337,0,42.31,0,REVIEW,QA REVIEW,train,False,15.753143,True
FPGA_0112,LOT_F06,FPGA,Leakage Current (µA),µA,125.82,0,8.436957,0.0,50.0,healthy,10.215667,0.1264149999999997,-9.490356830982222,1,100.0,0,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0112,LOT_F06,FPGA,Leakage Current (µA),µA,125.87,24,8.742936,0.0,50.0,healthy,10.987906,0.2703810000000004,-5.600288187047795,1,100.0,0,CRITICAL,HOLD / REJECT,train,True,,True
FPGA_0112,LOT_F06,FPGA,Leakage Current (µA),µA,125.84,96,9.469276,0.0,50.0,healthy,13.307329,0.2020339999999993,-12.813344698820158,1,100.0,0,CRITICAL,HOLD / REJECT,train,False,,True
FPGA_0112,LOT_F06,FPGA,Leakage Current (µA),µA,125.94,168,10.237023,0.0,50.0,healthy,15.706554,0.2890969999999999,-12.76093531987804,1,100.0,0,CRITICAL,HOLD / REJECT,train,False,10.237023,True
FPGA_0116,LOT_F06,FPGA,Leakage Current (µA),µA,126.72,0,10.215667,0.0,50.0,healthy,10.215667,0.1264149999999997,0.0,0,47.37,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0116,LOT_F06,FPGA,Leakage Current (µA),µA,125.68,24,11.445475,0.0,50.0,healthy,10.987906,0.2703810000000004,1.141448779030129,0,47.37,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0116,LOT_F06,FPGA,Leakage Current (µA),µA,125.89,96,14.256762,0.0,50.0,healthy,13.307329,0.2020339999999993,3.1696832475828067,0,47.37,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0116,LOT_F06,FPGA,Leakage Current (µA),µA,126.03,168,17.225778,0.0,50.0,healthy,15.706554,0.2890969999999999,3.544493888124296,0,47.37,0,REVIEW,QA REVIEW,train,False,17.225778,True
FPGA_0120,LOT_F06,FPGA,Leakage Current (µA),µA,126.86,0,10.316045,0.0,50.0,healthy,10.215667,0.1264149999999997,0.5355696195446938,0,40.8,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0120,LOT_F06,FPGA,Leakage Current (µA),µA,126.68,24,10.987906,0.0,50.0,healthy,10.987906,0.2703810000000004,0.0,0,40.8,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0120,LOT_F06,FPGA,Leakage Current (µA),µA,125.38,96,13.372961,0.0,50.0,healthy,13.307329,0.2020339999999993,0.2191125133688813,0,40.8,0,REVIEW,QA REVIEW,train,False,,True
FPGA_0120,LOT_F06,FPGA,Leakage Current (µA),µA,126.05,168,15.706554,0.0,50.0,healthy,15.706554,0.2890969999999999,0.0,0,40.8,0,REVIEW,QA REVIEW,train,False,15.706554,True
FPGA_0123,LOT_G07,FPGA,Leakage Current (µA),µA,125.74,0,10.809516,0.0,50.0,healthy,10.649934,0.431464,0.2494682856015663,0,12.28,0,NORMAL,PASS,train,True,,True
FPGA_0123,LOT_G07,FPGA,Leakage Current (µA),µA,125.02,24,10.886385,0.0,50.0,healthy,11.643199,0.7568139999999985,-0.6744907594765952,0,12.28,0,NORMAL,PASS,train,True,,True
FPGA_0123,LOT_G07,FPGA,Leakage Current (µA),µA,125.38,96,12.25496,0.0,50.0,healthy,15.66871,2.8184250000000013,-0.8169608310184681,0,12.28,0,NORMAL,PASS,train,False,,True
FPGA_0123,LOT_G07,FPGA,Leakage Current (µA),µA,125.59,168,13.589171,0.0,50.0,healthy,18.229086,4.639914999999999,-0.6744907594765952,0,12.28,0,NORMAL,PASS,train,False,13.589171,True
FPGA_0127,LOT_G07,FPGA,Leakage Current (µA),µA,125.4,0,9.286994,0.0,50.0,gradual_drift,10.649934,0.431464,-2.130630680012772,1,58.08,0,REVIEW,QA REVIEW,train,True,,True
FPGA_0127,LOT_G07,FPGA,Leakage Current (µA),µA,124.9,24,11.643199,0.0,50.0,gradual_drift,11.643199,0.7568139999999985,0.0,1,58.08,0,REVIEW,QA REVIEW,train,True,,True
