component_id,lot_id,component_type,parameter,unit,datasheet_min,datasheet_max,failure_mode,parameter_value_0h,parameter_value_24h,parameter_value_96h,parameter_value_168h,lot_median_0h,lot_median_24h,lot_median_96h,lot_median_168h,lot_mad_0h,lot_mad_24h,lot_mad_96h,lot_mad_168h,robust_z_0h,robust_z_24h,robust_z_96h,robust_z_168h,early_drift_24h,early_pct_drift_24h,early_slope_per_h,predicted_168h_linear,actual_168h,observed_drift_168h,observed_slope_per_h,learned_safety_slope_95p,slope_excess_vs_safety,early_robust_z_max,anomaly_label_early,anomaly_score,future_failure_label_168h,risk_level_168h,qa_recommendation,explanation,split,z_final,robust_z_final,iqr_flag_final,percentile_dev_final,iso_forest_score,population_anomaly_score,population_flag,temporal_anomaly_score,temporal_flag,slope,acceleration,n_abnormal_jumps,pct_change,abs_change,std_val,iso_forest_temporal_score,spec_violation,spec_proximity,specification_score,final_anomaly_score,risk_level,case_classification,datasheet_status,ai_status,ai_reasons
FPGA_0043,LOT_C03,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,9.615765,10.488421,13.069131,15.610341,9.76158,10.680307,13.437858,15.962855,0.3136349999999996,0.1918860000000002,0.3398129999999995,0.6864559999999997,-0.3135838477627825,-0.6744907594765952,-0.7318818122600571,-0.3463695205317342,0.872656000000001,9.075263382580594,0.0363606666666667,15.724357000000008,15.610341,5.994576,0.035682,0.0541056717261904,-0.0184236717261904,0.6744907594765952,0,42.31,0,REVIEW,PASS,Abnormal early drift,train,-0.7892127117468976,-0.3463695205317342,0,0.19999999999999996,0.0,0.07030733304652673,0,0.18711430179933008,1,0.03567549722222223,-0.0010660833333333841,0,62.34112418512724,5.994576,2.34486251594134,0.0,0,0.37558636,0.37558636,0.17808592593834274,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 62% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0047,LOT_C03,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,8.671506,10.163019,13.777671,17.785364,9.76158,10.680307,13.437858,15.962855,0.3136349999999996,0.1918860000000002,0.3398129999999995,0.6864559999999997,-2.344269103083809,-1.8182982395178853,0.6744907594765952,1.7907418386071825,1.4915129999999994,17.200161079286566,0.0621463749999999,19.112097,17.785364,9.113858,0.0542491547619047,0.0541056717261904,0.0001434830357142,2.344269103083809,0,60.4,0,HIGH,PASS,Abnormal early drift; Drift above learned safety slope,train,0.820911011842982,1.7907418386071823,0,0.6000000000000001,0.0,0.27668991087812844,0,0.30036809097521266,1,0.05358134861111111,-0.006483972222222176,0,105.10121309954694,9.113858,3.5230260008526053,0.0,0,0.28858543999999997,0.28858543999999997,0.2885402887413364,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 105% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0051,LOT_C03,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.075215,11.413177,15.021492,18.747255,9.76158,10.680307,13.437858,15.962855,0.3136349999999996,0.1918860000000002,0.3398129999999995,0.6864559999999997,0.6744907594765952,2.5760818553600084,3.1433361860580966,2.735866640668349,1.3379619999999992,13.279736462199557,0.0557484166666666,19.440949,18.747255,8.672039999999999,0.0516192857142857,0.0541056717261904,-0.0024863860119047,2.5760818553600084,0,62.91,0,HIGH,QA REVIEW,Abnormal early drift,train,1.5329786629011952,2.735866640668349,0,1.0,0.0,0.4393883310584805,1,0.2584562090196162,1,0.051331268055555546,-0.004001708333333319,0,86.07300191608813,8.672039999999999,3.3740741639119594,0.0,0,0.25010980000000005,0.25010980000000005,0.32915977603123875,WARNING,HIGH_RISK_COMPONENT,PASS,ANOMALOUS,Leakage Current (µA) deviates 2.7σ from the lot median | Leakage Current (µA) changed 86% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0055,LOT_C03,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,9.76158,10.680307,13.437858,15.962855,9.76158,10.680307,13.437858,15.962855,0.3136349999999996,0.1918860000000002,0.3398129999999995,0.6864559999999997,0.0,0.0,0.0,0.0,0.9187270000000004,9.411662866052426,0.0382802916666666,16.192669000000002,15.962855,6.201274999999999,0.0369123511904761,0.0541056717261904,-0.0171933205357142,0.0,0,35.0,0,REVIEW,PASS,Abnormal early drift,train,-0.5282540210583111,0.0,0,0.19999999999999996,0.0,0.039999999999999994,0,0.19084606997254216,1,0.03700544999999998,-0.003210888888888923,0,63.527369544684355,6.201274999999999,2.4328468611812575,0.0,0,0.3614858000000001,0.3614858000000001,0.1646355879890169,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 64% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0059,LOT_C03,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.207078,10.865767,13.117095,15.276399,9.76158,10.680307,13.437858,15.962855,0.3136349999999996,0.1918860000000002,0.3398129999999995,0.6864559999999997,0.9580699997299528,0.6519029853794887,-0.6366786423179546,-0.6744907594765952,0.6586890000000007,6.453257239731104,0.027445375,14.817901000000004,15.276399,5.069321,0.0301745297619047,0.0541056717261904,-0.0239311419642857,0.9580699997299528,0,45.38,0,REVIEW,PASS,Abnormal early drift,train,-1.0364229419389699,-0.6744907594765952,0,0.6,0.0,0.17901794145420208,0,0.14924921071733038,0,0.030374893055555564,0.0025449583333332845,0,49.66476204061535,5.069321,1.9966351649004852,0.0,0,0.38894404000000005,0.38894404000000005,0.209095668868613,NORMAL,NORMAL,PASS,NORMAL,No significant population or temporal deviation detected
FPGA_0062,LOT_D04,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.923944,11.75811,14.120501,16.482986,10.009678,11.857253,19.015894,26.120531,0.3398540000000007,0.4310919999999996,3.4865710000000014,5.425236999999999,1.814496721249796,-0.1551201074638081,-0.9470328705500062,-1.1981845302868546,0.8341659999999997,7.636124828175609,0.0347569166666666,16.763106,16.482986,5.559042,0.0330895357142857,0.0541056717261904,-0.0210161360119047,1.814496721249796,0,54.66,0,REVIEW,PASS,Abnormal early drift,train,-1.1516948257139594,-1.1981845302868546,0,0.19999999999999996,0.0,0.14484114640009976,0,0.1528450698197095,1,0.03300610138888889,-0.0019446249999999984,0,50.888598476887104,5.559042,2.169438829442003,0.0,0,0.34068056,0.34068056,0.1872105984879237,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 51% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0066,LOT_D04,FPGA,Leakage Current (µA),µA,0.0,50.0,gradual_drift,9.475509,11.857253,19.015894,26.120531,10.009678,11.857253,19.015894,26.120531,0.3398540000000007,0.4310919999999996,3.4865710000000014,5.425236999999999,-1.0601377488534829,0.0,0.0,0.0,2.3817439999999994,25.135789539116043,0.0992393333333333,26.147716999999997,26.120531,16.645021999999997,0.0990775119047618,0.0541056717261904,0.0449718401785714,1.0601377488534829,1,46.48,1,CRITICAL,PASS,Abnormal early drift; Drift above learned safety slope,train,0.38251724937770376,0.0,0,0.19999999999999996,0.0,0.039999999999999994,0,0.30001731104886303,1,0.09910692361111109,-0.000563819444444405,0,175.66361870375508,16.645021999999997,6.513982628662068,0.0,0,0.044821240000000095,0.044821240000000095,0.1449711724195452,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 176% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0070,LOT_D04,FPGA,Leakage Current (µA),µA,0.0,50.0,latent_defect,10.349532,12.288345,20.067101,28.278348,10.009678,11.857253,19.015894,26.120531,0.3398540000000007,0.4310919999999996,3.4865710000000014,5.425236999999999,0.6744907594765952,0.6744907594765952,0.2033600944300615,0.2682698704483342,1.938813,18.73333982638055,0.0807838749999999,23.921223,28.278348,17.928816,0.1067191428571428,0.0541056717261904,0.0526134711309523,0.6744907594765952,1,42.31,1,CRITICAL,PASS,Abnormal early drift; Drift above learned safety slope,train,0.7260226646300393,0.2682698704483342,0,0.6000000000000001,0.0,0.14347361366422925,0,0.30093886626500804,1,0.1077155652777778,0.033261222222222234,0,173.2331085115733,17.928816,7.0854005021908435,0.0,0,0.13113392000000013,0.13113392000000013,0.20399177597169496,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 173% during burn-in (0h→168h) | Degradation rate is accelerating (late-stage slope differs from early-stage slope)
FPGA_0074,LOT_D04,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,9.777585,10.766046,13.457887,16.160623,10.009678,11.857253,19.015894,26.120531,0.3398540000000007,0.4310919999999996,3.4865710000000014,5.425236999999999,-0.4606230435398741,-1.7073131447027043,-1.0752181334056388,-1.2382622014922144,0.9884609999999991,10.109459544458057,0.0411858749999999,16.696811999999994,16.160623,6.383038000000001,0.0379942738095238,0.0541056717261904,-0.0161113979166666,1.7073131447027043,0,53.5,0,REVIEW,PASS,Abnormal early drift,train,-1.2030121692036937,-1.2382622014922144,0,0.6,0.0,0.22834794263056873,0,0.1961404956080966,1,0.03782712777777779,-0.0036478749999999394,0,65.28235755557226,6.383038000000001,2.4864269410777364,0.0,0,0.35357507999999993,0.35357507999999993,0.2405103912954661,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 65% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0078,LOT_D04,FPGA,Leakage Current (µA),µA,0.0,50.0,gradual_drift,10.009678,13.094109,22.502465,31.545768,10.009678,11.857253,19.015894,26.120531,0.3398540000000007,0.4310919999999996,3.4865710000000014,5.425236999999999,0.0,1.9351969946164256,0.6744907594765952,0.6744907594765952,3.0844310000000004,30.814487738766427,0.1285179583333333,31.600695,31.545768,21.53609,0.1281910119047619,0.0541056717261904,0.0740853401785714,1.9351969946164256,1,55.96,1,CRITICAL,PASS,Abnormal early drift; Drift above learned safety slope,train,1.2461670809099112,0.6744907594765952,0,1.0,0.0,0.2590179414542021,0,0.3000690995597704,1,0.12842817361111108,-0.0029165277777778165,0,215.15267524090186,21.53609,8.441522469814227,0.0,0,0.26183071999999985,0.26183071999999985,0.27600096040558897,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 215% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0081,LOT_E05,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.46375,10.714025,11.865496,13.082187,9.855918,10.753848,13.444302,16.384326,0.6078319999999984,0.1210880000000003,1.714556,2.855884999999997,0.6744907594765952,-0.2218241734493632,-0.6210879423047164,-0.7798851291306508,0.2502750000000002,2.39182893322184,0.010428125,12.215675,13.082187,2.618437,0.0155859345238095,0.0541056717261904,-0.0385197372023809,0.6744907594765952,0,24.05,0,NORMAL,PASS,Abnormal early drift,train,-1.1079605259971408,-0.7798851291306508,0,0.6,0.0,0.18823994879893194,0,0.07631622842945565,0,0.015798533333333337,0.0064703611111110865,0,25.02388722972166,2.618437,1.0397762817872171,0.0,0,0.47671252,0.47671252,0.20116497489135504,NORMAL,NORMAL,PASS,NORMAL,No significant population or temporal deviation detected
FPGA_0085,LOT_E05,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.467566,11.707623,15.523984,19.240211,9.855918,10.753848,13.444302,16.384326,0.6078319999999984,0.1210880000000003,1.714556,2.855884999999997,0.6787252465357876,5.312767773187997,0.8181280119458358,0.6744907594765952,1.2400570000000002,11.846660436628728,0.0516690416666666,19.147965,19.240211,8.772644999999999,0.0522181249999999,0.0541056717261904,-0.0018875467261904,5.312767773187997,1,92.55,0,CRITICAL,PASS,Lot-level outlier; Abnormal early drift,train,0.6195157386227453,0.6744907594765952,0,0.6000000000000001,0.0,0.1790179414542021,0,0.25142682172420205,1,0.05231511666666666,-5.477777777780635e-05,0,83.80787854597716,8.772644999999999,3.438561118273092,0.0,0,0.23039156000000005,0.23039156000000005,0.21825621727136169,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 84% during burn-in (0h→168h) | Degradation rate is decelerating (late-stage slope differs from early-stage slope)
FPGA_0089,LOT_E05,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,9.855918,10.753848,13.444302,16.384326,9.855918,10.753848,13.444302,16.384326,0.6078319999999984,0.1210880000000003,1.714556,2.855884999999997,0.0,0.0,0.0,0.0,0.8979299999999988,9.110566869570128,0.0374137499999999,16.14142799999999,16.384326,6.528408000000001,0.0388595714285714,0.0541056717261904,-0.015246100297619,0.0,0,35.0,0,REVIEW,PASS,Abnormal early drift,train,-0.1816298158577112,0.0,0,0.19999999999999996,0.0,0.039999999999999994,0,0.1989837963149767,1,0.03875855,0.0034199166666667377,0,66.23845693521395,6.528408000000001,2.5481298949670426,0.0,0,0.3446269599999999,0.3446269599999999,0.16451891052599066,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 66% during burn-in (0h→168h) | Degradation rate is accelerating (late-stage slope differs from early-stage slope)
FPGA_0093,LOT_E05,FPGA,Leakage Current (µA),µA,0.0,50.0,sudden_jump,9.725598,10.874936,18.62079,22.686427,9.855918,10.753848,13.444302,16.384326,0.6078319999999984,0.1210880000000003,1.714556,2.855884999999997,-0.144611727870515,0.6744907594765952,2.0363833683714505,1.488403381014366,1.1493380000000002,11.817658924417811,0.0478890833333333,17.770964,22.686427,12.960829,0.0771477916666666,0.0541056717261904,0.0230421199404761,0.6744907594765952,0,42.31,0,REVIEW,PASS,Abnormal early drift; Drift above learned safety slope,train,1.5862635692179632,1.488403381014366,0,1.0,0.0,0.330235295838757,0,0.3003184221073302,1,0.08116643333333333,0.008578097222222199,0,133.2651113072944,12.960828999999999,5.38787692979871,0.0,0,0.09254292000000008,0.09254292000000008,0.27073007117843484,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 133% during burn-in (0h→168h) | Degradation rate is accelerating (late-stage slope differs from early-stage slope)
FPGA_0097,LOT_E05,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,8.81914,9.496032,11.729746,13.765805,9.855918,10.753848,13.444302,16.384326,0.6078319999999984,0.1210880000000003,1.714556,2.855884999999997,-1.1504777317229553,-7.006352975702059,-0.6744907594765952,-0.6184311406080484,0.6768919999999987,7.675260853099039,0.0282038333333332,13.557383999999992,13.765805,4.946664999999999,0.0294444345238095,0.0541056717261904,-0.0246612372023809,7.006352975702059,1,100.0,0,CRITICAL,PASS,Lot-level outlier; Abnormal early drift,train,-0.9161889659858581,-0.6184311406080484,0,0.19999999999999996,0.0,0.09411272480320423,0,0.16827799167490365,1,0.029643725,7.476388888894014e-05,0,56.09010629154315,4.946664999999999,1.9488022065799,0.0,0,0.4493678,0.4493678,0.19482984659124317,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 56% during burn-in (0h→168h) | Degradation rate is accelerating (late-stage slope differs from early-stage slope)
FPGA_0104,LOT_F06,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.016182,10.717525,13.105295,15.417457,10.215667,10.987906,13.307329,15.706554,0.1264149999999997,0.2703810000000004,0.2020339999999993,0.2890969999999999,-1.0643577831284925,-0.6744907594765952,-0.6744907594765953,-0.6744907594765952,0.7013429999999996,7.002099203069588,0.0292226249999999,14.925582999999998,15.417457,5.401275,0.0321504464285714,0.0541056717261904,-0.021955225297619,1.0643577831284925,0,46.53,0,REVIEW,PASS,Abnormal early drift,train,0.22896953357267433,-0.6744907594765952,0,0.19999999999999996,0.0,0.09901794145420206,0,0.16204835346367405,1,0.03234934305555555,0.0028907361111111356,0,53.92548777568139,5.401275,2.126399131275262,0.0,0,0.38330171999999996,0.38330171999999996,0.18108686196715043,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 54% during burn-in (0h→168h) | Degradation rate is accelerating (late-stage slope differs from early-stage slope)
FPGA_0108,LOT_F06,FPGA,Leakage Current (µA),µA,0.0,50.0,healthy,10.342082,11.08158,13.307329,15.753143,10.215667,10.987906,13.307329,15.706554,0.1264149999999997,0.2703810000000004,0.2020339999999993,0.2890969999999999,0.6744907594765952,0.2336785772787677,0.0,0.1086965620302337,0.7394980000000011,7.1503784247698015,0.0308124166666667,15.518568000000007,15.753143,5.411061,0.0322086964285714,0.0541056717261904,-0.021896975297619,0.6744907594765952,0,42.31,0,REVIEW,PASS,Abnormal early drift,train,0.3688541976772348,0.10869656203023378,0,0.6000000000000001,0.0,0.12951094917764547,0,0.1572613863971915,1,0.03212568749999999,0.003157222222222183,0,52.32080929159139,5.411061,2.1121463284609923,0.0,0,0.36987428,0.36987428,0.1886837902299348,NORMAL,DEGRADATION_RISK,PASS,NORMAL,Leakage Current (µA) changed 52% during burn-in (0h→168h) | Degradation rate is accelerating (late-stage slope differs from early-stage slope)
